Date,Unit,Minimum,Maximum,Average,Market
16/06/19,Kg,26,32,29,Tomato
17/06/19,Kg,20,25,22.5,Tomato
18/06/19,Kg,22,26,24,Tomato
19/06/19,Kg,24,28,26,Tomato
20/06/19,Kg,22,26,24,Tomato
21/06/19,Kg,15,20,17.5,Tomato
25/06/19,Kg,25,30,27.5,Tomato
26/06/19,Kg,20,25,22.5,Tomato
27/06/19,Kg,18,24,21,Tomato
28/06/19,Kg,24,28,26,Tomato
30/06/19,Kg,18,22,20,Tomato
01/07/19,Kg,15,20,17.5,Tomato
02/07/19,Kg,15,20,17.5,Tomato
03/07/19,Kg,14,18,16,Tomato
04/07/19,Kg,14,18,16,Tomato
05/07/19,Kg,18,24,21,Tomato
09/07/19,Kg,20,25,22.5,Tomato
10/07/19,Kg,30,35,32.5,Tomato
11/07/19,Kg,32,38,35,Tomato
12/07/19,Kg,44,48,46,Tomato
14/07/19,Kg,50,55,52.5,Tomato
15/07/19,Kg,50,55,52.5,Tomato
16/07/19,Kg,48,52,50,Tomato
17/07/19,Kg,46,52,49,Tomato
18/07/19,Kg,40,45,42.5,Tomato
19/07/19,Kg,36,40,38,Tomato
21/07/19,Kg,28,32,30,Tomato
22/07/19,Kg,28,32,30,Tomato
23/07/19,Kg,30,35,32.5,Tomato
24/07/19,Kg,32,36,34,Tomato
25/07/19,Kg,40,45,42.5,Tomato
26/07/19,Kg,40,45,42.5,Tomato
28/07/19,Kg,40,45,42.5,Tomato
29/07/19,Kg,42,46,44,Tomato
30/07/19,Kg,38,42,40,Tomato
31/07/19,Kg,35,40,37.5,Tomato
01/08/19,Kg,34,38,36,Tomato
02/08/19,Kg,25,35,30,Tomato
04/08/19,Kg,25,30,27.5,Tomato
05/08/19,Kg,25,30,27.5,Tomato
06/08/19,Kg,28,34,31,Tomato
07/08/19,Kg,25,30,27.5,Tomato
08/08/19,Kg,20,25,22.5,Tomato
12/08/19,Kg,24,28,26,Tomato
13/08/19,Kg,25,30,27.5,Tomato
14/08/19,Kg,25,30,27.5,Tomato
15/08/19,Kg,25,32,28.5,Tomato
16/08/19,Kg,35,40,37.5,Tomato
18/08/19,Kg,30,35,32.5,Tomato
19/08/19,Kg,35,40,37.5,Tomato
20/08/19,Kg,38,42,40,Tomato
23/08/19,Kg,40,44,42,Tomato
25/08/19,Kg,30,35,32.5,Tomato
26/08/19,Kg,28,32,30,Tomato
27/08/19,Kg,28,32,30,Tomato
29/08/19,Kg,34,38,36,Tomato
30/08/19,Kg,30,35,32.5,Tomato
01/09/19,Kg,30,35,32.5,Tomato
02/09/19,Kg,35,40,37.5,Tomato
03/09/19,Kg,40,45,42.5,Tomato
04/09/19,Kg,40,45,42.5,Tomato
05/09/19,Kg,45,50,47.5,Tomato
06/09/19,Kg,50,55,52.5,Tomato
08/09/19,Kg,50,56,53,Tomato
09/09/19,Kg,55,60,57.5,Tomato
10/09/19,Kg,44,50,47,Tomato
11/09/19,Kg,38,42,40,Tomato
12/09/19,Kg,36,42,39,Tomato
13/09/19,Kg,35,40,37.5,Tomato
15/09/19,Kg,35,40,37.5,Tomato
16/09/19,Kg,32,38,35,Tomato
17/09/19,Kg,35,40,37.5,Tomato
19/09/19,Kg,35,40,37.5,Tomato
20/09/19,Kg,35,40,37.5,Tomato
22/09/19,Kg,30,35,32.5,Tomato
23/09/19,Kg,30,35,32.5,Tomato
24/09/19,Kg,30,35,32.5,Tomato
25/09/19,Kg,30,31,30.5,Tomato
26/09/19,Kg,30,35,32.5,Tomato
27/09/19,Kg,35,40,37.5,Tomato
29/09/19,Kg,35,40,37.5,Tomato
30/09/19,Kg,38,42,40,Tomato
01/10/19,Kg,38,42,40,Tomato
02/10/19,Kg,40,45,42.5,Tomato
03/10/19,Kg,40,45,42.5,Tomato
04/10/19,Kg,40,45,42.5,Tomato
06/10/19,Kg,65,75,70,Tomato
07/10/19,Kg,60,70,65,Tomato
08/10/19,Kg,55,60,57.5,Tomato
09/10/19,Kg,75,80,77.5,Tomato
10/10/19,Kg,75,80,77.5,Tomato
11/10/19,Kg,75,80,77.5,Tomato
12/10/19,Kg,60,70,65,Tomato
13/10/19,Kg,65,75,70,Tomato
14/10/19,Kg,65,75,70,Tomato
15/10/19,Kg,65,70,67.5,Tomato
16/10/19,Kg,55,65,60,Tomato
17/10/19,Kg,40,50,45,Tomato
20/10/19,Kg,30,35,32.5,Tomato
21/10/19,Kg,35,40,37.5,Tomato
22/10/19,Kg,30,35,32.5,Tomato
23/10/19,Kg,30,35,32.5,Tomato
24/10/19,Kg,35,40,37.5,Tomato
25/10/19,Kg,35,45,40,Tomato
27/10/19,Kg,45,50,47.5,Tomato
28/10/19,Kg,45,50,47.5,Tomato
29/10/19,Kg,45,55,50,Tomato
30/10/19,Kg,45,50,47.5,Tomato
31/10/19,Kg,45,50,47.5,Tomato
01/11/19,Kg,40,50,45,Tomato
04/11/19,Kg,50,55,52.5,Tomato
05/11/19,Kg,55,64,59.5,Tomato
06/11/19,Kg,60,70,65,Tomato
07/11/19,Kg,70,80,75,Tomato
10/11/19,Kg,50,60,55,Tomato
11/11/19,Kg,50,60,55,Tomato
12/11/19,Kg,70,80,75,Tomato
13/11/19,Kg,65,75,70,Tomato
14/11/19,Kg,56,65,60.5,Tomato
15/11/19,Kg,54,60,57,Tomato
16/11/19,Kg,60,70,65,Tomato
17/11/19,Kg,70,75,72.5,Tomato
18/11/19,Kg,60,70,65,Tomato
20/11/19,Kg,60,70,65,Tomato
21/11/19,Kg,55,65,60,Tomato
22/11/19,Kg,55,60,57.5,Tomato
24/11/19,Kg,50,60,55,Tomato
25/11/19,Kg,58,62,60,Tomato
26/11/19,Kg,60,70,65,Tomato
27/11/19,Kg,60,70,65,Tomato
28/11/19,Kg,55,60,57.5,Tomato
29/11/19,Kg,45,55,50,Tomato
01/12/19,Kg,45,50,47.5,Tomato
02/12/19,Kg,45,50,47.5,Tomato
03/12/19,Kg,40,50,45,Tomato
04/12/19,Kg,40,45,42.5,Tomato
05/12/19,Kg,25,30,27.5,Tomato
06/12/19,Kg,25,30,27.5,Tomato
08/12/19,Kg,25,30,27.5,Tomato
09/12/19,Kg,25,30,27.5,Tomato
10/12/19,Kg,30,35,32.5,Tomato
11/12/19,Kg,28,32,30,Tomato
12/12/19,Kg,25,30,27.5,Tomato
13/12/19,Kg,25,30,27.5,Tomato
15/12/19,Kg,22,28,25,Tomato
16/12/19,Kg,24,28,26,Tomato
18/12/19,Kg,22,28,25,Tomato
19/12/19,Kg,22,28,25,Tomato
20/12/19,Kg,22,26,24,Tomato
22/12/19,Kg,22,28,25,Tomato
23/12/19,Kg,25,30,27.5,Tomato
24/12/19,Kg,26,32,29,Tomato
26/12/19,Kg,32,38,35,Tomato
27/12/19,Kg,32,38,35,Tomato
29/12/19,Kg,32,36,34,Tomato
31/12/19,Kg,30,35,32.5,Tomato
01/01/20,Kg,30,35,32.5,Tomato
02/01/20,Kg,30,35,32.5,Tomato
03/01/20,Kg,30,35,32.5,Tomato
05/01/20,Kg,30,35,32.5,Tomato
06/01/20,Kg,30,35,32.5,Tomato
07/01/20,Kg,26,32,29,Tomato
08/01/20,Kg,30,35,32.5,Tomato
09/01/20,Kg,30,35,32.5,Tomato
10/01/20,Kg,30,35,32.5,Tomato
12/01/20,Kg,30,35,32.5,Tomato
13/01/20,Kg,30,35,32.5,Tomato
14/01/20,Kg,30,35,32.5,Tomato
16/01/20,Kg,32,36,34,Tomato
17/01/20,Kg,28,34,31,Tomato
19/01/20,Kg,24,28,26,Tomato
20/01/20,Kg,20,25,22.5,Tomato
21/01/20,Kg,18,25,21.5,Tomato
22/01/20,Kg,15,20,17.5,Tomato
23/01/20,Kg,16,22,19,Tomato
24/01/20,Kg,18,25,21.5,Tomato
26/01/20,Kg,18,20,19,Tomato
27/01/20,Kg,18,22,20,Tomato
28/01/20,Kg,18,24,21,Tomato
29/01/20,Kg,20,25,22.5,Tomato
02/02/20,Kg,20,25,22.5,Tomato
03/02/20,Kg,30,35,32.5,Tomato
04/02/20,Kg,30,35,32.5,Tomato
05/02/20,Kg,30,35,32.5,Tomato
06/02/20,Kg,28,34,31,Tomato
07/02/20,Kg,30,35,32.5,Tomato
08/02/20,Kg,32,36,34,Tomato
09/02/20,Kg,30,35,32.5,Tomato
10/02/20,Kg,25,30,27.5,Tomato
11/02/20,Kg,25,30,27.5,Tomato
12/02/20,Kg,25,30,27.5,Tomato
13/02/20,Kg,24,28,26,Tomato
14/02/20,Kg,25,30,27.5,Tomato
16/02/20,Kg,25,32,28.5,Tomato
17/02/20,Kg,28,32,30,Tomato
18/02/20,Kg,30,35,32.5,Tomato
20/02/20,Kg,34,38,36,Tomato
21/02/20,Kg,28,35,31.5,Tomato
23/02/20,Kg,25,30,27.5,Tomato
24/02/20,Kg,32,36,34,Tomato
25/02/20,Kg,30,35,32.5,Tomato
26/02/20,Kg,28,34,31,Tomato
28/02/20,Kg,32,38,35,Tomato
03/03/20,Kg,50,60,55,Tomato
05/03/20,Kg,45,52,48.5,Tomato
06/03/20,Kg,45,50,47.5,Tomato
07/03/20,Kg,45,50,47.5,Tomato
09/03/20,Kg,45,50,47.5,Tomato
10/03/20,Kg,40,45,42.5,Tomato
11/03/20,Kg,45,50,47.5,Tomato
12/03/20,Kg,45,50,47.5,Tomato
13/03/20,Kg,52,58,55,Tomato
14/03/20,Kg,52,58,55,Tomato
17/03/20,Kg,50,55,52.5,Tomato
18/03/20,Kg,30,36,33,Tomato
19/03/20,Kg,35,40,37.5,Tomato
20/03/20,Kg,40,45,42.5,Tomato
21/03/20,Kg,35,40,37.5,Tomato
23/03/20,Kg,25,30,27.5,Tomato
24/03/20,Kg,30,35,32.5,Tomato
25/03/20,Kg,35,40,37.5,Tomato
26/03/20,Kg,42,48,45,Tomato
27/03/20,Kg,40,45,42.5,Tomato
28/03/20,Kg,40,45,42.5,Tomato
31/03/20,Kg,35,45,40,Tomato
01/04/20,Kg,34,40,37,Tomato
02/04/20,Kg,36,45,40.5,Tomato
03/04/20,Kg,38,45,41.5,Tomato
04/04/20,Kg,38,45,41.5,Tomato
06/04/20,Kg,40,46,43,Tomato
07/04/20,Kg,40,45,42.5,Tomato
09/04/20,Kg,38,42,40,Tomato
10/04/20,Kg,30,40,35,Tomato
11/04/20,Kg,40,45,42.5,Tomato
13/04/20,Kg,45,50,47.5,Tomato
15/04/20,Kg,40,45,42.5,Tomato
16/04/20,Kg,38,42,40,Tomato
17/04/20,Kg,35,40,37.5,Tomato
18/04/20,Kg,34,36,35,Tomato
20/04/20,Kg,35,40,37.5,Tomato
21/04/20,Kg,30,35,32.5,Tomato
22/04/20,Kg,35,40,37.5,Tomato
23/04/20,Kg,32,36,34,Tomato
25/04/20,Kg,30,35,32.5,Tomato
27/04/20,Kg,32,36,34,Tomato
28/04/20,Kg,32,36,34,Tomato
29/04/20,Kg,28,32,30,Tomato
30/04/20,Kg,30,35,32.5,Tomato
02/05/20,Kg,28,32,30,Tomato
04/05/20,Kg,25,30,27.5,Tomato
05/05/20,Kg,18,24,21,Tomato
06/05/20,Kg,15,20,17.5,Tomato
07/05/20,Kg,12,15,13.5,Tomato
08/05/20,Kg,14,18,16,Tomato
09/05/20,Kg,15,20,17.5,Tomato
11/05/20,Kg,15,20,17.5,Tomato
12/05/20,Kg,24,28,26,Tomato
13/05/20,Kg,24,28,26,Tomato
15/05/20,Kg,20,25,22.5,Tomato
16/05/20,Kg,30,35,32.5,Tomato
18/05/20,Kg,25,30,27.5,Tomato
19/05/20,Kg,22,26,24,Tomato
20/05/20,Kg,20,25,22.5,Tomato
21/05/20,Kg,15,20,17.5,Tomato
22/05/20,Kg,14,18,16,Tomato
23/05/20,Kg,15,20,17.5,Tomato
25/05/20,Kg,16,22,19,Tomato
26/05/20,Kg,20,25,22.5,Tomato
27/05/20,Kg,20,25,22.5,Tomato
28/05/20,Kg,24,28,26,Tomato
30/05/20,Kg,20,25,22.5,Tomato
01/06/20,Kg,25,30,27.5,Tomato
02/06/20,Kg,28,32,30,Tomato
03/06/20,Kg,30,35,32.5,Tomato
04/06/20,Kg,35,40,37.5,Tomato
05/06/20,Kg,44,48,46,Tomato
06/06/20,Kg,40,45,42.5,Tomato
08/06/20,Kg,40,45,42.5,Tomato
09/06/20,Kg,35,40,37.5,Tomato
10/06/20,Kg,30,36,33,Tomato
11/06/20,Kg,26,32,29,Tomato
12/06/20,Kg,24,30,27,Tomato
13/06/20,Kg,25,30,27.5,Tomato
15/06/20,Kg,22,26,24,Tomato
16/06/20,Kg,18,22,20,Tomato
17/06/20,Kg,18,22,20,Tomato
18/06/20,Kg,15,20,17.5,Tomato
19/06/20,Kg,14,18,16,Tomato
20/06/20,Kg,14,20,17,Tomato
23/06/20,Kg,18,20,19,Tomato
24/06/20,Kg,14,18,16,Tomato
25/06/20,Kg,18,22,20,Tomato
26/06/20,Kg,18,24,21,Tomato
27/06/20,Kg,22,28,25,Tomato
29/06/20,Kg,20,25,22.5,Tomato
30/06/20,Kg,16,20,18,Tomato
01/07/20,Kg,16,20,18,Tomato
02/07/20,Kg,14,18,16,Tomato
03/07/20,Kg,15,20,17.5,Tomato
04/07/20,Kg,14,18,16,Tomato
05/07/20,Kg,14,18,16,Tomato
06/07/20,Kg,14,16,15,Tomato
07/07/20,Kg,14,18,16,Tomato
08/07/20,Kg,12,16,14,Tomato
09/07/20,Kg,12,16,14,Tomato
10/07/20,Kg,12,16,14,Tomato
11/07/20,Kg,12,16,14,Tomato
12/07/20,Kg,10,14,12,Tomato
13/07/20,Kg,12,18,15,Tomato
14/07/20,Kg,10,15,12.5,Tomato
15/07/20,Kg,10,15,12.5,Tomato
16/07/20,Kg,10,15,12.5,Tomato
17/07/20,Kg,12,15,13.5,Tomato
18/07/20,Kg,15,20,17.5,Tomato
19/07/20,Kg,15,20,17.5,Tomato
20/07/20,Kg,18,20,19,Tomato
21/07/20,Kg,15,20,17.5,Tomato
22/07/20,Kg,15,20,17.5,Tomato
23/07/20,Kg,15,20,17.5,Tomato
24/07/20,Kg,25,28,26.5,Tomato
25/07/20,Kg,28,30,29,Tomato
26/07/20,Kg,35,40,37.5,Tomato
27/07/20,Kg,35,40,37.5,Tomato
28/07/20,Kg,34,38,36,Tomato
29/07/20,Kg,32,36,34,Tomato
30/07/20,Kg,30,35,32.5,Tomato
31/07/20,Kg,34,36,35,Tomato
01/08/20,Kg,32,36,34,Tomato
02/08/20,Kg,32,36,34,Tomato
03/08/20,Kg,30,34,32,Tomato
04/08/20,Kg,28,34,31,Tomato
05/08/20,Kg,28,32,30,Tomato
06/08/20,Kg,28,32,30,Tomato
07/08/20,Kg,30,34,32,Tomato
08/08/20,Kg,24,28,26,Tomato
09/08/20,Kg,24,28,26,Tomato
10/08/20,Kg,22,26,24,Tomato
11/08/20,Kg,26,30,28,Tomato
12/08/20,Kg,24,28,26,Tomato
13/08/20,Kg,25,28,26.5,Tomato
14/08/20,Kg,25,28,26.5,Tomato
15/08/20,Kg,28,32,30,Tomato
16/08/20,Kg,32,36,34,Tomato
17/08/20,Kg,30,34,32,Tomato
18/08/20,Kg,34,38,36,Tomato
19/08/20,Kg,35,40,37.5,Tomato
20/08/20,Kg,42,46,44,Tomato
21/08/20,Kg,50,55,52.5,Tomato
22/08/20,Kg,50,55,52.5,Tomato
23/08/20,Kg,44,48,46,Tomato
24/08/20,Kg,50,55,52.5,Tomato
25/08/20,Kg,52,56,54,Tomato
26/08/20,Kg,60,65,62.5,Tomato
27/08/20,Kg,58,64,61,Tomato
28/08/20,Kg,52,56,54,Tomato
29/08/20,Kg,54,58,56,Tomato
31/08/20,Kg,40,55,47.5,Tomato
01/09/20,Kg,38,44,41,Tomato
02/09/20,Kg,38,42,40,Tomato
03/09/20,Kg,36,42,39,Tomato
04/09/20,Kg,35,40,37.5,Tomato
05/09/20,Kg,28,35,31.5,Tomato
06/09/20,Kg,28,34,31,Tomato
07/09/20,Kg,22,30,26,Tomato
08/09/20,Kg,25,30,27.5,Tomato
09/09/20,Kg,22,28,25,Tomato
10/09/20,Kg,22,26,24,Tomato
11/09/20,Kg,25,30,27.5,Tomato
12/09/20,Kg,28,32,30,Tomato
13/09/20,Kg,25,28,26.5,Tomato
14/09/20,Kg,30,35,32.5,Tomato
15/09/20,Kg,46,52,49,Tomato
16/09/20,Kg,46,52,49,Tomato
17/09/20,Kg,45,50,47.5,Tomato
18/09/20,Kg,46,52,49,Tomato
19/09/20,Kg,50,60,55,Tomato
20/09/20,Kg,55,65,60,Tomato
21/09/20,Kg,60,75,67.5,Tomato
22/09/20,Kg,55,60,57.5,Tomato
23/09/20,Kg,50,55,52.5,Tomato
24/09/20,Kg,50,60,55,Tomato
26/09/20,Kg,42,48,45,Tomato
28/09/20,Kg,44,49,46.5,Tomato
29/09/20,Kg,50,55,52.5,Tomato
30/09/20,Kg,55,65,60,Tomato
08/10/20,Kg,30,35,32.5,Tomato
09/10/20,Kg,28,35,31.5,Tomato
10/10/20,Kg,30,36,33,Tomato
12/10/20,Kg,32,36,34,Tomato
13/10/20,Kg,35,40,37.5,Tomato
14/10/20,Kg,48,55,51.5,Tomato
15/10/20,Kg,60,65,62.5,Tomato
16/10/20,Kg,55,65,60,Tomato
17/10/20,Kg,55,65,60,Tomato
19/10/20,Kg,45,50,47.5,Tomato
20/10/20,Kg,45,50,47.5,Tomato
21/10/20,Kg,50,55,52.5,Tomato
22/10/20,Kg,55,60,57.5,Tomato
23/10/20,Kg,50,58,54,Tomato
24/10/20,Kg,42,58,50,Tomato
25/10/20,Kg,36,58,47,Tomato
26/10/20,Kg,25,30,27.5,Tomato
27/10/20,Kg,30,35,32.5,Tomato
28/10/20,Kg,35,40,37.5,Tomato
29/10/20,Kg,25,30,27.5,Tomato
30/10/20,Kg,24,28,26,Tomato
31/10/20,Kg,28,34,31,Tomato
01/11/20,Kg,28,32,30,Tomato
02/11/20,Kg,26,30,28,Tomato
03/11/20,Kg,28,32,30,Tomato
04/11/20,Kg,30,36,33,Tomato
05/11/20,Kg,30,35,32.5,Tomato
06/11/20,Kg,28,34,31,Tomato
07/11/20,Kg,30,35,32.5,Tomato
08/11/20,Kg,30,35,32.5,Tomato
09/11/20,Kg,28,34,31,Tomato
10/11/20,Kg,22,28,25,Tomato
11/11/20,Kg,24,28,26,Tomato
12/11/20,Kg,18,24,21,Tomato
13/11/20,Kg,18,22,20,Tomato
14/11/20,Kg,18,22,20,Tomato
15/11/20,Kg,18,22,20,Tomato
16/11/20,Kg,18,22,20,Tomato
17/11/20,Kg,16,20,18,Tomato
18/11/20,Kg,15,20,17.5,Tomato
19/11/20,Kg,18,20,19,Tomato
20/11/20,Kg,15,20,17.5,Tomato
21/11/20,Kg,16,20,18,Tomato
22/11/20,Kg,20,24,22,Tomato
23/11/20,Kg,20,26,23,Tomato
24/11/20,Kg,18,25,21.5,Tomato
25/11/20,Kg,20,25,22.5,Tomato
26/11/20,Kg,25,30,27.5,Tomato
27/11/20,Kg,28,35,31.5,Tomato
28/11/20,Kg,28,32,30,Tomato
29/11/20,Kg,28,32,30,Tomato
30/11/20,Kg,28,35,31.5,Tomato
01/12/20,Kg,22,28,25,Tomato
02/12/20,Kg,25,30,27.5,Tomato
03/12/20,Kg,25,30,27.5,Tomato
04/12/20,Kg,28,30,29,Tomato
05/12/20,Kg,28,32,30,Tomato
06/12/20,Kg,30,34,32,Tomato
07/12/20,Kg,30,34,32,Tomato
08/12/20,Kg,30,35,32.5,Tomato
09/12/20,Kg,32,35,33.5,Tomato
10/12/20,Kg,30,34,32,Tomato
11/12/20,Kg,25,30,27.5,Tomato
12/12/20,Kg,22,26,24,Tomato
13/12/20,Kg,18,22,20,Tomato
14/12/20,Kg,17,22,19.5,Tomato
15/12/20,Kg,22,28,25,Tomato
16/12/20,Kg,24,30,27,Tomato
17/12/20,Kg,32,36,34,Tomato
18/12/20,Kg,34,40,37,Tomato
19/12/20,Kg,30,35,32.5,Tomato
21/12/20,Kg,25,30,27.5,Tomato
22/12/20,Kg,25,35,30,Tomato
23/12/20,Kg,40,45,42.5,Tomato
24/12/20,Kg,35,45,40,Tomato
25/12/20,Kg,35,45,40,Tomato
26/12/20,Kg,38,44,41,Tomato
27/12/20,Kg,40,45,42.5,Tomato
28/12/20,Kg,35,40,37.5,Tomato
29/12/20,Kg,40,45,42.5,Tomato
30/12/20,Kg,40,45,42.5,Tomato
31/12/20,Kg,34,38,36,Tomato
01/01/21,Kg,32,36,34,Tomato
02/01/21,Kg,35,40,37.5,Tomato
03/01/21,Kg,40,45,42.5,Tomato
04/01/21,Kg,30,36,33,Tomato
05/01/21,Kg,30,40,35,Tomato
06/01/21,Kg,30,36,33,Tomato
07/01/21,Kg,25,30,27.5,Tomato
08/01/21,Kg,25,30,27.5,Tomato
09/01/21,Kg,16,22,19,Tomato
11/01/21,Kg,20,25,22.5,Tomato
12/01/21,Kg,18,22,20,Tomato
13/01/21,Kg,20,25,22.5,Tomato
14/01/21,Kg,20,25,22.5,Tomato
15/01/21,Kg,25,30,27.5,Tomato
16/01/21,Kg,28,32,30,Tomato
17/01/21,Kg,25,30,27.5,Tomato
18/01/21,Kg,26,30,28,Tomato
19/01/21,Kg,25,30,27.5,Tomato
20/01/21,Kg,25,30,27.5,Tomato
21/01/21,Kg,25,30,27.5,Tomato
22/01/21,Kg,25,30,27.5,Tomato
23/01/21,Kg,25,30,27.5,Tomato
25/01/21,Kg,22,24,23,Tomato
26/01/21,Kg,22,28,25,Tomato
27/01/21,Kg,20,22,21,Tomato
28/01/21,Kg,16,20,18,Tomato
29/01/21,Kg,15,20,17.5,Tomato
31/01/21,Kg,15,20,17.5,Tomato
01/02/21,Kg,14,18,16,Tomato
02/02/21,Kg,15,20,17.5,Tomato
03/02/21,Kg,18,22,20,Tomato
04/02/21,Kg,14,18,16,Tomato
05/02/21,Kg,14,18,16,Tomato
06/02/21,Kg,14,18,16,Tomato
07/02/21,Kg,16,20,18,Tomato
08/02/21,Kg,16,20,18,Tomato
09/02/21,Kg,15,20,17.5,Tomato
10/02/21,Kg,16,20,18,Tomato
11/02/21,Kg,15,20,17.5,Tomato
12/02/21,Kg,15,18,16.5,Tomato
13/02/21,Kg,16,20,18,Tomato
14/02/21,Kg,15,18,16.5,Tomato
15/02/21,Kg,15,18,16.5,Tomato
16/02/21,Kg,15,20,17.5,Tomato
18/02/21,Kg,12,16,14,Tomato
19/02/21,Kg,12,18,15,Tomato
20/02/21,Kg,12,16,14,Tomato
22/02/21,Kg,14,18,16,Tomato
23/02/21,Kg,14,18,16,Tomato
24/02/21,Kg,12,16,14,Tomato
25/02/21,Kg,14,18,16,Tomato
26/02/21,Kg,12,16,14,Tomato
27/02/21,Kg,12,18,15,Tomato
01/03/21,Kg,16,20,18,Tomato
02/03/21,Kg,16,20,18,Tomato
03/03/21,Kg,18,22,20,Tomato
06/03/21,Kg,18,24,21,Tomato
09/03/21,Kg,16,20,18,Tomato
10/03/21,Kg,16,20,18,Tomato
11/03/21,Kg,38,40,39,Tomato
12/03/21,Kg,30,36,33,Tomato
13/03/21,Kg,30,36,33,Tomato
14/03/21,Kg,30,35,32.5,Tomato
15/03/21,Kg,30,35,32.5,Tomato
16/03/21,Kg,40,44,42,Tomato
17/03/21,Kg,40,45,42.5,Tomato
18/03/21,Kg,40,45,42.5,Tomato
19/03/21,Kg,50,60,55,Tomato
20/03/21,Kg,50,60,55,Tomato
21/03/21,Kg,50,60,55,Tomato
22/03/21,Kg,50,60,55,Tomato
23/03/21,Kg,50,55,52.5,Tomato
24/03/21,Kg,50,55,52.5,Tomato
25/03/21,Kg,45,50,47.5,Tomato
26/03/21,Kg,40,50,45,Tomato
27/03/21,Kg,50,60,55,Tomato
28/03/21,Kg,50,55,52.5,Tomato
29/03/21,Kg,50,52,51,Tomato
30/03/21,Kg,50,55,52.5,Tomato
31/03/21,Kg,35,40,37.5,Tomato
01/04/21,Kg,28,30,29,Tomato
02/04/21,Kg,34,36,35,Tomato
03/04/21,Kg,30,35,32.5,Tomato
04/04/21,Kg,30,35,32.5,Tomato
05/04/21,Kg,30,35,32.5,Tomato
06/04/21,Kg,28,32,30,Tomato
07/04/21,Kg,25,30,27.5,Tomato
08/04/21,Kg,30,35,32.5,Tomato
10/04/21,Kg,40,45,42.5,Tomato
12/04/21,Kg,35,40,37.5,Tomato
13/04/21,Kg,32,35,33.5,Tomato
14/04/21,Kg,35,40,37.5,Tomato
15/04/21,Kg,30,35,32.5,Tomato
16/04/21,Kg,30,35,32.5,Tomato
17/04/21,Kg,30,35,32.5,Tomato
18/04/21,Kg,30,35,32.5,Tomato
19/04/21,Kg,30,35,32.5,Tomato
20/04/21,Kg,20,25,22.5,Tomato
21/04/21,Kg,30,35,32.5,Tomato
22/04/21,Kg,25,30,27.5,Tomato
23/04/21,Kg,30,35,32.5,Tomato
24/04/21,Kg,50,55,52.5,Tomato
25/04/21,Kg,50,60,55,Tomato
26/04/21,Kg,35,40,37.5,Tomato
27/04/21,Kg,35,35,35,Tomato
28/04/21,Kg,50,55,52.5,Tomato
29/04/21,Kg,55,60,57.5,Tomato
30/04/21,Kg,30,35,32.5,Tomato
01/05/21,Kg,30,35,32.5,Tomato
02/05/21,Kg,25,30,27.5,Tomato
03/05/21,Kg,12,15,13.5,Tomato
04/05/21,Kg,30,35,32.5,Tomato
05/05/21,Kg,45,50,47.5,Tomato
06/05/21,Kg,60,65,62.5,Tomato
07/05/21,Kg,55,60,57.5,Tomato
08/05/21,Kg,50,60,55,Tomato
10/05/21,Kg,50,55,52.5,Tomato
11/05/21,Kg,50,52,51,Tomato
12/05/21,Kg,40,45,42.5,Tomato
13/05/21,Kg,35,40,37.5,Tomato
14/05/21,Kg,35,40,37.5,Tomato
15/05/21,Kg,30,40,35,Tomato
16/05/21,Kg,30,36,33,Tomato
17/05/21,Kg,30,35,32.5,Tomato
18/05/21,Kg,30,35,32.5,Tomato
19/05/21,Kg,30,35,32.5,Tomato
20/05/21,Kg,35,40,37.5,Tomato
21/05/21,Kg,35,40,37.5,Tomato
22/05/21,Kg,60,65,62.5,Tomato
23/05/21,Kg,65,75,70,Tomato
24/05/21,Kg,70,75,72.5,Tomato
25/05/21,Kg,70,75,72.5,Tomato
26/05/21,Kg,70,75,72.5,Tomato
27/05/21,Kg,70,75,72.5,Tomato
28/05/21,Kg,70,75,72.5,Tomato
29/05/21,Kg,70,75,72.5,Tomato
30/05/21,Kg,70,80,75,Tomato
31/05/21,Kg,60,65,62.5,Tomato
01/06/21,Kg,50,55,52.5,Tomato
02/06/21,Kg,50,55,52.5,Tomato
03/06/21,Kg,55,60,57.5,Tomato
04/06/21,Kg,55,60,57.5,Tomato
05/06/21,Kg,55,60,57.5,Tomato
06/06/21,Kg,55,70,62.5,Tomato
07/06/21,Kg,40,45,42.5,Tomato
08/06/21,Kg,45,50,47.5,Tomato
09/06/21,Kg,45,50,47.5,Tomato
10/06/21,Kg,40,45,42.5,Tomato
11/06/21,Kg,50,55,52.5,Tomato
12/06/21,Kg,45,50,47.5,Tomato
13/06/21,Kg,45,55,50,Tomato
14/06/21,Kg,50,55,52.5,Tomato
15/06/21,Kg,38,43,40.5,Tomato
16/06/21,Kg,30,36,33,Tomato
17/06/21,Kg,38,40,39,Tomato
18/06/21,Kg,35,40,37.5,Tomato
19/06/21,Kg,35,40,37.5,Tomato
20/06/21,Kg,30,40,35,Tomato
21/06/21,Kg,35,40,37.5,Tomato
22/06/21,Kg,30,35,32.5,Tomato
23/06/21,Kg,34,38,36,Tomato
24/06/21,Kg,40,45,42.5,Tomato
25/06/21,Kg,35,43,39,Tomato
26/06/21,Kg,35,40,37.5,Tomato
27/06/21,Kg,30,50,40,Tomato
28/06/21,Kg,40,45,42.5,Tomato
